text,label,label_name
will i have to wait much longer for my new card to arrive?,11,card_arrival
how to track the card you sent,11,card_arrival
2 weeks ago i ordered my new card. it isn't here. what should i do?,11,card_arrival
how can i check on the delivery status of my card?,11,card_arrival
"my card has not been delivered yet and its been a week since i ordered it, please help",11,card_arrival
what's the expected wait time to recieve my new card?,11,card_arrival
how can i see the progress of delivery of the card that was sent?,11,card_arrival
"my card was supposed to arrive, but hasn't?",11,card_arrival
i ordered a card and would like to know how to track the delivery progress of it.,11,card_arrival
how long will it take for me to get my card?,11,card_arrival
my card hasn't shown up yet.,11,card_arrival
does the card you sent have a tracking number?,11,card_arrival
my card hasn't arrived in the mail yet. i ordered it two weeks ago. what can i do?,11,card_arrival
maximum how many days get the courier?,11,card_arrival
is there a reason my new card hasn't arrived yet?,11,card_arrival
"i've been waiting a while for my card, is there a way to know when it will arrive?",11,card_arrival
how can i track my card's delivery?,11,card_arrival
can i track the card that was just sent to me?,11,card_arrival
"if i ordered my new card last week, how much longer should i wait to receive it?",11,card_arrival
"what's go on, where is my new card?",11,card_arrival
where is my new card if i haven't received it yet?,11,card_arrival
where is my card?,11,card_arrival
can you tell me why i haven't received my new card yet?,11,card_arrival
is there a way to track my card?,11,card_arrival
is there a way to track the new card you sent me?,11,card_arrival
i'm still waiting for my card.,11,card_arrival
what do i need to do to get my new card which i have requested 2 weeks ago?,11,card_arrival
what is the solution of this problem,11,card_arrival
could i get tracking on the card?,11,card_arrival
can you help me track my card?,11,card_arrival
shouldn't my new card be here by now?,11,card_arrival
is there a reason my new card hasn't arrived?,11,card_arrival
"i would like to track a card sent to me, how do i do that?",11,card_arrival
is there a tracking number for the card?,11,card_arrival
can you share card tracking number?,11,card_arrival
"i have not received my card and it's been a week, what do i do?",11,card_arrival
is there a way i can check on the card on route to me?,11,card_arrival
when will my new card arrive?,11,card_arrival
why haven't i received my new card yet?,11,card_arrival
what is the expected delivery date of my card?,11,card_arrival
my card hasn't came in the mail yet?,11,card_arrival
i haven't received my card.,11,card_arrival
is it possible for me to track the card is was mailed to me?,11,card_arrival
when will my new card be delivered?,11,card_arrival
i was issued a card about a week ago. why hasn't it come in yet?,11,card_arrival
can you please tell me where my card is? i ordered it 2 weeks ago!,11,card_arrival
i still haven't received my card in the mail,11,card_arrival
i'm still waiting for my card that was issued a week ago. what should i do?,11,card_arrival
i still haven't gotten my new card. when will it get here?,11,card_arrival
do you have a tracking number for the card i was sent?,11,card_arrival
how do i track the card you sent to me?,11,card_arrival
is my new bank card on the way and is there a way to track it?,11,card_arrival
could you send me and up date on the arrival of my card?,11,card_arrival
how long does it take to recieve my new card?,11,card_arrival
my card has not come in the mail yet.,11,card_arrival
what's the card you sent me's tracking number?,11,card_arrival
i havent got my card,11,card_arrival
why hasn't my card arrived yet?,11,card_arrival
i thought i would have received my new card at this point.,11,card_arrival
how long until my new card gets here?,11,card_arrival
how much longer until i get my new card?,11,card_arrival
am i able to track a card that has already been sent?,11,card_arrival
is it possible to track the card you sent me?,11,card_arrival
how long will it be to get this new card?,11,card_arrival
how can i track card you sent,11,card_arrival
can the card was sen to me be tracked?,11,card_arrival
why have i not got my new card?,11,card_arrival
i need to track the card sent to me.,11,card_arrival
"it's been two weeks and i haven't gotten my card, what do i do?",11,card_arrival
i was expecting my new card by now.,11,card_arrival
where is the tracking number for the card?,11,card_arrival
i was issued a new card a week ago but still haven't received it. how long will it be until i receive it?,11,card_arrival
can i track the card that you sent me in the mail?,11,card_arrival
can you tell me if i can track the card you sent me?,11,card_arrival
why have i not gotten my new card?,11,card_arrival
i'm still waiting on my new card to be delivered!,11,card_arrival
my new card isn't here and it was issued a week ago.,11,card_arrival
"i was supposed to receive my new card by now, but it hasn't came in.",11,card_arrival
is a tracking number available for the card that was just sent?,11,card_arrival
why haven't i gotten my new card?,11,card_arrival
was there a number to track that i could get?,11,card_arrival
how much longer is it going to take to get my new card?,11,card_arrival
i haven't gotten my credit card in the mail.,11,card_arrival
my card hasn't arrived yet. what do i do?,11,card_arrival
"my card still hasn't arrived after two weeks, now what?",11,card_arrival
my card appears to have never arrived?,11,card_arrival
my card never arrived.,11,card_arrival
my card has been found. is there any way for me to put it back into the app?,13,card_linking
i was able to find my card. how to i go about putting it into my app?,13,card_linking
how do i get my card to show in the app?,13,card_linking
i just got my card. it's not linked yet--how do i do that?,13,card_linking
"lost card found, want to put it back in app",13,card_linking
"i just got a card, how can i add it to the app?",13,card_linking
is there any way to see my card in the app?,13,card_linking
if i find a card i lost do i need to dispose of it? or can i re-active the card and continue to use it?,13,card_linking
i found my card. how can i put it into my app?,13,card_linking
how do i make my card show up in the app?,13,card_linking
can you show me where to link the new card?,13,card_linking
i found my old card. can i link it back into the app?,13,card_linking
"show me how to link the new card,",13,card_linking
how do i add an existing card to the app?,13,card_linking
i finally got my card. now i want to link it. is that something you have to do or can i do that?,13,card_linking
how do i link one of your card that i already have?,13,card_linking
if i have a physical card can i link it?,13,card_linking
i found my lost card in my jacket pocket this morning so i'd like to reactivate it please.,13,card_linking
can i add a card that i just found (again) to the app?,13,card_linking
how can i make my card show up in the app?,13,card_linking
"i would like to re-activate my card, it was previously reported lost but i found it this morning.",13,card_linking
"okay, i found my card, can i put it back in the app?",13,card_linking
can i reactivate a card?,13,card_linking
i would like to reactivate a card and wondered if that could be done?,13,card_linking
"i got my card now, how do i make it show up in the app?",13,card_linking
how do i link an existing card?,13,card_linking
how do i link a new card in the app?,13,card_linking
"the card i thought was lost was just in my jacket, so can i reactivate it since i found it this morning?",13,card_linking
i already have a card and want to link it,13,card_linking
can you please reactivate my card?,13,card_linking
where do i go to add a new card?,13,card_linking
i want my card i just received to show up in the app. how do i do that?,13,card_linking
"i received my card, how do i get it to show in the app?",13,card_linking
if i have a credit card with you how i get set up to link to it?,13,card_linking
how do i add my new card?,13,card_linking
"i want to reactivate my card, i thought i had lost it but found it again this morning.",13,card_linking
"i need a card reactivation, i had reported my card lost but i ran across it in my jacket.",13,card_linking
my card is no longer lost. how do i enter it back into the app?,13,card_linking
"i want to reactivate my card, i thought i had lost it but found it again in my jacket.",13,card_linking
"may i reactivate my card? i previously reported it lost, but have now found it safe and sound.",13,card_linking
how do i reactivate a card i thought i lost?,13,card_linking
help me figure out how to link the new card.,13,card_linking
i found my lost card. am i still able to use it?,13,card_linking
will i need a new card or can i put my old card back into the app?,13,card_linking
is there a way to link the card i just got?,13,card_linking
how do i add a new card?,13,card_linking
"i want to reactivate my card, i found it after thinking it was lost.",13,card_linking
can i put my old card back in the app?,13,card_linking
"i got a new card, how do i link it?",13,card_linking
i found the card i thought i lost this morning. can i reactivate this card?,13,card_linking
how do i go about linking a new card?,13,card_linking
how do i get the card linked,13,card_linking
"i have one of your cards, but i don't know how to link it.",13,card_linking
how do i link an old card?,13,card_linking
i received my card. how do i link it to the app?,13,card_linking
"now that i have my card, how do i connect it to the app?",13,card_linking
how do i add the card i just received to show up in the app?,13,card_linking
"i want to reactivate my card, i thought i had lost it but i found it.",13,card_linking
what do i need to do to link my new card for my account?,13,card_linking
can i add a card to back into the app?,13,card_linking
i want to link my new card. can you help?,13,card_linking
what is the process to link the new card?,13,card_linking
"i found my card, am i able to put it back into the app?",13,card_linking
"i have found my lost or stolen card, would i still have to activate the new card that was sent to me through the mail in order to access my account?",13,card_linking
where can i link a new card?,13,card_linking
how do i add a card on to the app?,13,card_linking
"i found my card in my jacket this morning, so can i reactivate it?",13,card_linking
"i've obtained the card, how do i enable it on the app?",13,card_linking
i need to find the card i received in the app.,13,card_linking
how do i get my card on the app?,13,card_linking
"in the app, how can i make it show the new card that arrived?",13,card_linking
how do i link my new card?,13,card_linking
can i activate a card in the app?,13,card_linking
"i want to link to my card card with you, how?",13,card_linking
i would like to link my card to my account.,13,card_linking
"i thought i lost my card so i cancelled it, but recently i found it in my jacket and i would like to re-establish the card.",13,card_linking
how can i link the new card?,13,card_linking
i got a new card and can't find where to link it.,13,card_linking
"hey, i have my card, how do i get it to show in the app?",13,card_linking
where in the app do i go to make my new card show up?,13,card_linking
where do i scan my card?,13,card_linking
can i reactivate my card? i reported it lost and found it this morning in my jacket.,13,card_linking
can i link my card i previously received?,13,card_linking
"i want to reactivate my card, i thought i had lost it but found it again in my jacket this morning.",13,card_linking
"i'd lke my card reactivated, i was thinking it was misplaced but i discovered when i woke up that i had left it in my coat.",13,card_linking
you sent me a card and now i want to link it.,13,card_linking
how do i add my new card to the app?,13,card_linking
can i add a card back to the app?,13,card_linking
what if i want to add a card i already have to the app?,13,card_linking
"i recently reported my card as missing/lost, and i just found it. can i still use it?",13,card_linking
"could i reactivate my card please, i couldn't find it but it turns out it was in my jacket pocket.",13,card_linking
is there a way to link cards if i have one of yours?,13,card_linking
if my card was lost or stolen can i re-link it?,13,card_linking
how do i link a new card to an existing one?,13,card_linking
how do i link a new payment card?,13,card_linking
i would like to reactivate my card that i previously reported lost. i located the card this morning.,13,card_linking
"card has been received, how will it show up on the app?",13,card_linking
can i re-link a lost card with the app?,13,card_linking
what do i do to link my new card?,13,card_linking
is it possible to link a new card?,13,card_linking
i deactivated my card but would like to reactivate it.,13,card_linking
"i found my card that i thought i had lost, i need to reactive it, please help.",13,card_linking
can i link a card of yours i already have?,13,card_linking
can i put my found card back into the app on my phone?,13,card_linking
"my card arrived but i need to make it work in the app, how do i do that?",13,card_linking
"i found the card that i thought i lost, and i would like to reactivate it.",13,card_linking
i found my card again. can i put it back into the app?,13,card_linking
i need some help linking my new card.,13,card_linking
help me link my card,13,card_linking
how do i link my card in the app.,13,card_linking
how do i get my card into the app?,13,card_linking
i found my card! can i link it back into the app?,13,card_linking
how do i reactivate my card?,13,card_linking
where do i go to get my new card linked?,13,card_linking
"i thought i lost my card but i found it today, so i would like to reactivate it.",13,card_linking
how do i link the new card that i just got from you guys?,13,card_linking
how can i add a new card?,13,card_linking
can you tell me how to get my card on the app?,13,card_linking
is it possible to reactivate the card i thought i lost but found this morning in my jacket?,13,card_linking
how do i make my card appear on the app?,13,card_linking
how do i link the new card?,13,card_linking
where in the app do i link a new card?,13,card_linking
how do i add my card to the app once i get it?,13,card_linking
can i link your physical card,13,card_linking
how do i activate and link my new card?,13,card_linking
"i got a card, how do i get it in the app?",13,card_linking
i received my new card. where is it in the app?,13,card_linking
"i found my card, how can i use it again?",13,card_linking
"i just received a new card, where do i go to link it to my account?",13,card_linking
"found card, how to put it back in app",13,card_linking
how do i see my card in the app?,13,card_linking
"the card i thought i lost was in my jacket pocket this morning, so can i reactivate that?",13,card_linking
i don't see my card anywhere in the app.,13,card_linking
"i received my card, how do i get it to work in the app?",13,card_linking
what do i do if i already had a card with you guys?,13,card_linking
if i found a lost card can i put it back in app,13,card_linking
i have a card that was deactivated can i reactivate it?,13,card_linking
"my new card isn't in my app, how do i get it in there?",13,card_linking
help me access the card i already got so i can information from it.,13,card_linking
what is my money worth in other countries?,32,exchange_rate
will my money be of equal value when i travel abroad?,32,exchange_rate
do you know the rate of exchange?,32,exchange_rate
what foreign exchange rate will i get on weekdays and on the weekends?,32,exchange_rate
what is the exchange looking like?,32,exchange_rate
how is the exchange rate doing?,32,exchange_rate
i would like to know how exchange rates are calculated when transferring funds.,32,exchange_rate
i would like to know what exchange rates you use?,32,exchange_rate
"if i need to cash foreign transfers, how does that work?",32,exchange_rate
do you know what your exchange rates are?,32,exchange_rate
how do i know what exchange rate i will get?,32,exchange_rate
what are you exchange rates?,32,exchange_rate
do you have the best exchange rate?,32,exchange_rate
where can i find your exchange rates?,32,exchange_rate
your exchange rates come from where?,32,exchange_rate
i need to know what your exchange rates are.,32,exchange_rate
what's the process for exchanges?,32,exchange_rate
what do you think of the exchange rate?,32,exchange_rate
how are exchange rates calculated at this bank?,32,exchange_rate
what do you use to figure out the exchange rate for the card?,32,exchange_rate
what's the foreign exchange rate i will receive?,32,exchange_rate
i need to know what foreign exchange rate i can get.,32,exchange_rate
what are the current exchange rates?,32,exchange_rate
what exchange rate will i receive?,32,exchange_rate
what is the basis of your exchange rates?,32,exchange_rate
how's the exchange rate?,32,exchange_rate
how do you determine your exchange rates?,32,exchange_rate
how do the foreign exchange rates work?,32,exchange_rate
where are you getting your exchange rates from?,32,exchange_rate
how is the exchange rate calculated?,32,exchange_rate
i'm interested in what your exchange rates are based on.,32,exchange_rate
how do you decide what the exchange rates are?,32,exchange_rate
what is the current exchange rate?,32,exchange_rate
what is the formula for your exchange rate?,32,exchange_rate
what method do you use for the exchange rate?,32,exchange_rate
what are interbanks current exchange rates?,32,exchange_rate
from where are coming your exchange rates?,32,exchange_rate
how do you calculate exchange rates?,32,exchange_rate
why is your exchange rate different on different days?,32,exchange_rate
where can i find the exchange rate for my transfer?,32,exchange_rate
where can i get your exchange rates from?,32,exchange_rate
how do you find the exchange rate?,32,exchange_rate
how are exchange rates determined?,32,exchange_rate
what value can i get for my currency?,32,exchange_rate
please explain your exchange rate policy.,32,exchange_rate
what are your exchange rates calculated from?,32,exchange_rate
what is an exchange rate?,32,exchange_rate
what is your opinion on the exchange rate?,32,exchange_rate
what are the exchange rates you assign?,32,exchange_rate
how do you determine exchange rates?,32,exchange_rate
how are your exchange rates calculated?,32,exchange_rate
how is an exchange rate calculated?,32,exchange_rate
"when exchanging, how much are the rates?",32,exchange_rate
what is the exchange rate for eur?,32,exchange_rate
how can i find your exchange rates?,32,exchange_rate
could you please tell me your exchange rates?,32,exchange_rate
is there an exchange rate?,32,exchange_rate
how does the exchange rate work?,32,exchange_rate
what is the present state of the exchange rate?,32,exchange_rate
how are foreign exchange rates determined?,32,exchange_rate
how's the exchange rate looking right now?,32,exchange_rate
please explain the exchange rates.,32,exchange_rate
what is the foreign exchange rate you will apply?,32,exchange_rate
explain the interbank exchange rate,32,exchange_rate
what will my exchange rate be?,32,exchange_rate
how do you get exchange rates,32,exchange_rate
what exchange rates do you use?,32,exchange_rate
how will i know what the exchange rate is?,32,exchange_rate
what factors effect the exchange rate?,32,exchange_rate
where does the exchange rate stand right now?,32,exchange_rate
i'd like to know what the foreign exchange rate will be.,32,exchange_rate
does the exchange rate change?,32,exchange_rate
how do your exchange rates factor in?,32,exchange_rate
will i know which exchange rate i will get?,32,exchange_rate
how do i know what the exchange rate will be when i make an exchange.,32,exchange_rate
is the exchange rate the same on weekends as the weekdays?,32,exchange_rate
how do you do exchanges?,32,exchange_rate
on what do you base your exchange rates?,32,exchange_rate
how do you come up with your exchange rate,32,exchange_rate
what factors determine your exchange rate?,32,exchange_rate
how are the exchange rates determined?,32,exchange_rate
i would like to know what your exchange rates are.,32,exchange_rate
is the exchange rate current?,32,exchange_rate
what are the exchange rates?,32,exchange_rate
how much are the rates of exchange?,32,exchange_rate
how do you decide what your exchange rates are?,32,exchange_rate
your exchange rates are coming from where?,32,exchange_rate
is there a specific source that the exchange rate for the transfer i'm planning on making is pulled from?,32,exchange_rate
how are the exchange rates for transfers calculated?,32,exchange_rate
how do i know how much money i will have when i travel abroad?,32,exchange_rate
how do you do currency exchanges?,32,exchange_rate
can you explain your exchange rates basis?,32,exchange_rate
how did you guys get your exchange rate?,32,exchange_rate
can you tell me your exchange rates?,32,exchange_rate
could you tell me what your exchange rates are?,32,exchange_rate
does this app have the same exchange rate as third parties?,32,exchange_rate
what are your exchange rates at?,32,exchange_rate
how is the current exchange rate?,32,exchange_rate
what is the system for determining the exchange rate?,32,exchange_rate
i am travelling and i was wondering what your exchange rates are,32,exchange_rate
how can i tell what foreign exchange rate i will get?,32,exchange_rate
tell me your opinion on the exchange rate.,32,exchange_rate
i'd like to know what you guys look at to decide an exchange rate,32,exchange_rate
how does the exchange rate work on this app?,32,exchange_rate
where do you find your exchange rates?,32,exchange_rate
i want to know your exchange rates.,32,exchange_rate
what exchange rate is it?,32,exchange_rate
what is the source of your exchange rates?,32,exchange_rate
i need to know about exchange rates,32,exchange_rate
where do you get those exchange rates?,32,exchange_rate
how do you determine the exchange rate?,32,exchange_rate
what foreign exchange rate will i get?,32,exchange_rate
"last saturday, i was charged extra for the exchange rate on my payment. is something wrong?",17,card_payment_wrong_exchange_rate
"hi, i am disappointed to see such a bad exchange rate and hope you can assist me. would you be able to confirm the official interbank exchange rate for me?",17,card_payment_wrong_exchange_rate
i think the currency exchange that's been applied is wrong.,17,card_payment_wrong_exchange_rate
the exchange rate i was charged for a purchase was not right.,17,card_payment_wrong_exchange_rate
can you please explain why the exchange rate for the item i bought is wrong?,17,card_payment_wrong_exchange_rate
i think something went wrong with my exchange between russian ruble and uk pounds. i was overcharged during the swap.,17,card_payment_wrong_exchange_rate
my payment has an incorrect exchange rate.,17,card_payment_wrong_exchange_rate
my exchange rate looks wrong for my last payment,17,card_payment_wrong_exchange_rate
the exchange rate you are using is bad.this can't be the official interbank exchange rate.,17,card_payment_wrong_exchange_rate
i was charged the wing amount for an item.,17,card_payment_wrong_exchange_rate
the exchange rate on my payment was wrong,17,card_payment_wrong_exchange_rate
why is the exchange rate terrible? that can't be close to the actual interbank rate.,17,card_payment_wrong_exchange_rate
an incorrect exchange rate was applied to an item i bought.,17,card_payment_wrong_exchange_rate
the exchange rate was incorrect for an item i bought.,17,card_payment_wrong_exchange_rate
the exchange rate on my payment doesn't look right,17,card_payment_wrong_exchange_rate
"i just saw the exchange rate you use, but it's so bad that i can't believe that it's the official interbank exchange rate! is this truly the official interbank exchange rate?",17,card_payment_wrong_exchange_rate
this exchange rate you use is awful! please tell me this is a mistake and not the official interbank exchange rate!,17,card_payment_wrong_exchange_rate
after purchasing an item i noticed the exchange rate was incorrect.,17,card_payment_wrong_exchange_rate
the amount of exchange was not correct for the item i bought.,17,card_payment_wrong_exchange_rate
the exchange rate from my card payment isn't right.,17,card_payment_wrong_exchange_rate
my exchange rate isn't correct.,17,card_payment_wrong_exchange_rate
why was the exchange rate so wrong when i bought something!,17,card_payment_wrong_exchange_rate
my exchange rate was wrong for an item i bought!,17,card_payment_wrong_exchange_rate
i was using a foreign currecy to make a payment and the applied the wrong rate.,17,card_payment_wrong_exchange_rate
the exchange rate was incorrect for this item i bought.,17,card_payment_wrong_exchange_rate
i purchased something overseas and the incorrect exchange rate was applied.,17,card_payment_wrong_exchange_rate
the exchange rate is incorrect for my payment.,17,card_payment_wrong_exchange_rate
the item i bought exchanged rate was incorrect.,17,card_payment_wrong_exchange_rate
i'm on holiday and i noticed a different amount for exchange rate. can you explain?,17,card_payment_wrong_exchange_rate
i bought something in another country but the exchange rate is wrong,17,card_payment_wrong_exchange_rate
i bought an item and the exchange rate was wrong.,17,card_payment_wrong_exchange_rate
exchange rate for my card payment is wrong,17,card_payment_wrong_exchange_rate
the exchange rate at which my card payment is at is wrong,17,card_payment_wrong_exchange_rate
there was a problem with the exchange rate on a purchase.,17,card_payment_wrong_exchange_rate
"i recently purchased something, and the exchange rate was wrong.",17,card_payment_wrong_exchange_rate
what if there is an error on the exchange rate?,17,card_payment_wrong_exchange_rate
why is my exchange rate wrong?,17,card_payment_wrong_exchange_rate
please check my payment from last saturday as i feel i have been overcharged on the exchange rate. thank you.,17,card_payment_wrong_exchange_rate
i used foreign currency to buy something and i think the rate applied is incorrect.,17,card_payment_wrong_exchange_rate
this exchange rate on my purchase is wrong.,17,card_payment_wrong_exchange_rate
why is your exchange rate so bad?,17,card_payment_wrong_exchange_rate
the exchange rate looks wrong on a holiday purchase,17,card_payment_wrong_exchange_rate
"i purchased something abroad, and the exchange rate that was applied was wrong.",17,card_payment_wrong_exchange_rate
i bought something and i take issue with the exchange rate applied.,17,card_payment_wrong_exchange_rate
i think there has been a mistake on my exchange rate for this purchase.,17,card_payment_wrong_exchange_rate
you did not give me the correct exchange rate for an item that i bought.,17,card_payment_wrong_exchange_rate
i checked on google and the exchange rate you are using is really bad. can you update it?,17,card_payment_wrong_exchange_rate
"i seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",17,card_payment_wrong_exchange_rate
"in regards to my card payment, the exchange rate is incorrect.",17,card_payment_wrong_exchange_rate
i bough an item and the exchange rate was incorrect.,17,card_payment_wrong_exchange_rate
why did you charge me more for my purchase? it was a foreign currency and you didn't offer market rate,17,card_payment_wrong_exchange_rate
i question today's exchange rate for rubles into pounds. i was hoping for a better return.,17,card_payment_wrong_exchange_rate
i feel as though i have been over charged for the exchange rate on my payment on last saturday.,17,card_payment_wrong_exchange_rate
my currency rate is inaccurate.,17,card_payment_wrong_exchange_rate
the currency exchange rate was wrong for a purchase i made.,17,card_payment_wrong_exchange_rate
i purchased something abroad and the incorrect exchange rate was applied.,17,card_payment_wrong_exchange_rate
your exchange rate was off. i was charged extra on my payment that i made last saturday.,17,card_payment_wrong_exchange_rate
i was charged the wrong exchange rate on a purchase,17,card_payment_wrong_exchange_rate
can you change the rate for the item i bought in a different currency as it is wrong?,17,card_payment_wrong_exchange_rate
the currency exchange for my purchase in foreign currency is incorrect.,17,card_payment_wrong_exchange_rate
i noticed the currency exchange rate was incorrect after paying for something in a foreign country.,17,card_payment_wrong_exchange_rate
my foreign currency exchange has been applied incorrectly.,17,card_payment_wrong_exchange_rate
why isn't my purchase exchange rate correct?,17,card_payment_wrong_exchange_rate
i noticed that the exchange rate applied to a recent purchase i made abroad was incorrect.,17,card_payment_wrong_exchange_rate
"i purchased something while traveling, and the exchange rate applied was wrong.",17,card_payment_wrong_exchange_rate
why is the exchange rate different on my recent purchase?,17,card_payment_wrong_exchange_rate
the fee charged when i changed rubles into british pounds was too much.,17,card_payment_wrong_exchange_rate
i wasn't charged the correct exchange rate for an item i purchased.,17,card_payment_wrong_exchange_rate
does the fee for exchange change?,17,card_payment_wrong_exchange_rate
the rate applied to my purchase in a foreign currency was wrong.,17,card_payment_wrong_exchange_rate
"i bought something while traveling, and the exchange rate was wrong.",17,card_payment_wrong_exchange_rate
something is wrong with my exchange rate charge,17,card_payment_wrong_exchange_rate
seems like the exchange rate for my payment last saturday was wrong. i was charged extra.,17,card_payment_wrong_exchange_rate
it seems that something went wrong with my exchange. i changed russian ruble into uk pounds but have been charged entirely too much!,17,card_payment_wrong_exchange_rate
i bought an item then noticed the exchange rate was wrong.,17,card_payment_wrong_exchange_rate
the exchange rate applied is wrong for my international purchase.,17,card_payment_wrong_exchange_rate
my card payment had the wrong exchange rate,17,card_payment_wrong_exchange_rate
they used the wrong rate when i made a purchase with foreign currency.,17,card_payment_wrong_exchange_rate
does the exchange rate change each day for purchases? there is a different rate on my purchase.,17,card_payment_wrong_exchange_rate
it seems that the rate i got is incorrect.,17,card_payment_wrong_exchange_rate
i exchanged russian rubles for british pounds today and got less than i expected. was exchange rate correct?,17,card_payment_wrong_exchange_rate
was i charged more than i should of been for a currency exchange?,17,card_payment_wrong_exchange_rate
what do i do if the exchange rate was wrong for the item i bought overseas?,17,card_payment_wrong_exchange_rate
my client was converting their russian ruble into uk pound currency when they noticed their bill was much too high for the exchange. what happened?,17,card_payment_wrong_exchange_rate
i have been overcharged. i just changed over russian ruble to uk pounds and it was too much. it seems something was wrong with my exchange.,17,card_payment_wrong_exchange_rate
what is your exchange rate between uk pounds and russian rubles for my last transaction,17,card_payment_wrong_exchange_rate
i think there was an error in your exchange rate.,17,card_payment_wrong_exchange_rate
the exchange rate was not correct for the item i bought.,17,card_payment_wrong_exchange_rate
i noticed an extra charge on the purchase that i made last saturday on my account. can you see if i received the correct exchange rate?,17,card_payment_wrong_exchange_rate
my exchange seems to have something wrong with it. i changed over russian ruble to uk pounds and it appears i was charged way more than i was supposed to be.,17,card_payment_wrong_exchange_rate
the correct exchange rate wasn't given to me for an item i purchased.,17,card_payment_wrong_exchange_rate
"i bought something in another currency, but the exchange rate was incorrect.",17,card_payment_wrong_exchange_rate
the exchange rate is wrong from something i got in another country,17,card_payment_wrong_exchange_rate
"the exchange rate given to me after a purchase, was incorrect",17,card_payment_wrong_exchange_rate
my card payment has the wrong exchange rate,17,card_payment_wrong_exchange_rate
i have been charged way to much so something is apparently wrong with my exchange. i changed russian ruble into uk pounds.,17,card_payment_wrong_exchange_rate
why is the exchange rate different from what i expected?,17,card_payment_wrong_exchange_rate
the exchange rate you are using is really bad.this can't be the official interbank exchange rate.,17,card_payment_wrong_exchange_rate
please check the exchange rate for my payment last saturday. i believe i have been overcharged.,17,card_payment_wrong_exchange_rate
why was i charged extra on my last uk pound to russian ruble exchange?,17,card_payment_wrong_exchange_rate
the wrong exchange rate was used when i purchased an item.,17,card_payment_wrong_exchange_rate
why was the wrong rate applied when i bought something in a different currency?,17,card_payment_wrong_exchange_rate
i bought something abroad and the exchange rate applied is wrong,17,card_payment_wrong_exchange_rate
an item i bought had the wrong exchange rate applied.,17,card_payment_wrong_exchange_rate
i think the rate that was applied to my purchase using foreign currency is wrong. help!,17,card_payment_wrong_exchange_rate
